Year,Month,Day of Year,Station,Chl-a,Chl-a t-1,Chl-a t-2,Chl-a t-3,Chl-a t-4,Chl-a t-5,NDCI,NDCI t-1,NDCI t-2,NDCI t-3,NDCI t-4,NDCI t-5,SPM,SPM t-1,SPM t-2,SPM t-3,SPM t-4,SPM t-5,Turbidity,Turbidity t-1,Turbidity t-2,Turbidity t-3,Turbidity t-4,Turbidity t-5,Rainfall Amount,Rainfall Amount t-1,Rainfall Amount t-2,Rainfall Amount t-3,Rainfall Amount t-4,Rainfall Amount t-5,Atmos TMax,Atmos TMax t-1,Atmos TMax t-2,Atmos TMax t-3,Atmos TMax t-4,Atmos TMax t-5,Atmos TMin,Atmos TMin t-1,Atmos TMin t-2,Atmos TMin t-3,Atmos TMin t-4,Atmos TMin t-5,Water Temp,Water Temp t-1,Water Temp t-2,Water Temp t-3,Water Temp t-4,Water Temp t-5,Bloom,Bloom t-1,Bloom t-2,Bloom t-3,Bloom t-4,Bloom t-5
2016,6,164,21,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,0.0,0.0,0.0,0.0,0.0,0.0,35.9,36.4,35.0,33.3,27.5,32.1,28.1,28.2,24.3,26.4,20.9,24.5,31.6,36.4,27.28,28.399999999999995,26.4,26.76,24969.0,48237.00000000001,109755.40000000001,40606.0,34962.0,39559.99999999999
2016,7,194,21,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,2.5,0.0,0.0,0.0,0.0,0.0,33.2,35.9,36.4,35.0,33.3,27.5,25.2,28.1,28.2,24.3,26.4,20.9,31.5,32.2,36.6,27.28,28.199999999999996,26.8,51368.59999999999,24969.0,35866.40000000001,42314.4,40606.0,34962.0
2016,8,225,21,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,0.0,2.5,0.0,0.0,0.0,0.0,33.3,33.2,35.9,36.4,35.0,33.3,26.6,25.2,28.1,28.2,24.3,26.4,30.4,31.3,32.2,36.0,27.080000000000002,28.399999999999995,7079.0,41286.600000000006,24969.0,30936.599999999995,15117.0,40606.0
2016,9,256,21,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,1.5,0.0,2.5,0.0,0.0,0.0,33.4,33.3,33.2,35.9,36.4,35.0,26.1,26.6,25.2,28.1,28.2,24.3,30.8,31.0,31.3,31.8,36.2,27.080000000000002,100027.59999999999,7079.0,33866.2,24969.0,38452.20000000001,11702.6
2016,10,286,21,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,68.5,1.5,0.0,2.5,0.0,0.0,32.0,33.4,33.3,33.2,35.9,36.4,25.7,26.1,26.6,25.2,28.1,28.2,30.400000000000002,30.8,31.0,31.3,31.8,36.2,82903.0,100027.59999999999,7079.0,33866.2,24969.0,38452.200000000004
2016,11,317,21,502.368207,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,0.0,68.5,1.5,0.0,2.5,0.0,32.9,32.0,33.4,33.3,33.2,35.9,26.3,25.7,26.1,26.6,25.2,28.1,27.599999999999998,30.400000000000002,30.8,31.0,31.3,31.8,31632.0,82903.0,100027.6,7079.0,33866.2,24969.0
2016,12,347,21,317.038231,502.368207,173.9099919,350.13601,361.6066363,237.3816368,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,0.0,0.0,68.5,1.5,0.0,2.5,30.9,32.9,32.0,33.4,33.3,33.2,25.4,26.3,25.7,26.1,26.6,25.2,29.459999999999997,27.7,30.9,30.8,31.2,31.5,30489.0,20316.599999999995,34519.00000000001,191495.80000000002,7079.0,24880.599999999995
2016,1,12,22,251.5806436,317.038231,502.368207,173.9099919,350.13601,361.6066363,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,0.0,0.0,0.0,68.5,1.5,0.0,32.1,30.9,32.9,32.0,33.4,33.3,24.5,25.4,26.3,25.7,26.1,26.6,26.86,28.96,27.599999999999998,30.4,31.2,30.8,40293.0,30489.0,25983.4,36485.6,189857.20000000004,7079.0
2016,2,43,22,271.4408707,251.5806436,317.038231,502.368207,173.9099919,350.13601,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,0.0,0.0,0.0,0.0,68.5,1.5,27.5,32.1,30.9,32.9,32.0,33.4,20.9,24.5,25.4,26.3,25.7,26.1,26.0,26.419999999999998,28.7,27.2,29.7,31.2,8437.0,40293.0,30489.0,32902.399999999994,23142.999999999996,118015.4
2016,3,72,22,590.9846771,271.4408707,251.5806436,317.038231,502.368207,173.9099919,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,0.0,0.0,0.0,0.0,0.0,68.5,33.3,27.5,32.1,30.9,32.9,32.0,26.4,20.9,24.5,25.4,26.3,25.7,27.999999999999996,25.8,26.28,28.7,27.4,29.9,13985.0,8437.0,40293.0,30489.0,31067.0,32026.6
2016,4,103,22,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,502.368207,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.3,27.5,32.1,30.9,32.9,24.3,26.4,20.9,24.5,25.4,26.3,27.080000000000002,27.999999999999996,25.8,26.28,28.7,27.4,26052.4,13985.0,8437.0,40293.0,30489.0,31067.0
2016,5,133,22,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.0,33.3,27.5,32.1,30.9,28.2,24.3,26.4,20.9,24.5,25.4,36.2,27.080000000000002,27.999999999999996,25.8,26.28,28.7,25523.0,26052.4,13985.0,8437.0,40293.0,30489.0
2016,6,164,22,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,0.0,0.0,0.0,0.0,0.0,0.0,35.9,36.4,35.0,33.3,27.5,32.1,28.1,28.2,24.3,26.4,20.9,24.5,32.0,36.2,27.080000000000002,27.999999999999996,25.599999999999998,25.82,39244.0,32199.999999999996,89533.80000000002,13985.0,8437.0,40293.0
2016,7,194,22,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,2.5,0.0,0.0,0.0,0.0,0.0,33.2,35.9,36.4,35.0,33.3,27.5,25.2,28.1,28.2,24.3,26.4,20.9,31.3,32.2,36.4,27.28,28.199999999999996,26.599999999999998,59408.599999999984,39244.0,41035.399999999994,52046.8,13985.0,8437.0
2016,8,225,22,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,0.0,2.5,0.0,0.0,0.0,0.0,33.3,33.2,35.9,36.4,35.0,33.3,26.6,25.2,28.1,28.2,24.3,26.4,30.4,31.200000000000003,32.2,36.0,27.080000000000002,28.8,10398.0,44435.8,39244.0,20150.199999999997,53500.6,13985.0
2016,9,256,22,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,1.5,0.0,2.5,0.0,0.0,0.0,33.4,33.3,33.2,35.9,36.4,35.0,26.1,26.6,25.2,28.1,28.2,24.3,31.2,30.4,31.200000000000003,32.2,36.0,27.080000000000002,160855.6,10398.0,44435.8,39244.0,20150.199999999997,53500.6
2016,10,286,22,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,68.5,1.5,0.0,2.5,0.0,0.0,32.0,33.4,33.3,33.2,35.9,36.4,25.7,26.1,26.6,25.2,28.1,28.2,30.2,31.2,30.4,31.200000000000003,32.2,36.0,86872.80000000002,160855.60000000003,10398.0,44435.8,39244.0,20150.199999999997
2016,11,317,22,502.368207,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,0.0,68.5,1.5,0.0,2.5,0.0,32.9,32.0,33.4,33.3,33.2,35.9,26.3,25.7,26.1,26.6,25.2,28.1,27.5,30.2,31.2,30.4,31.200000000000003,32.2,22172.8,86872.80000000002,160855.6,10398.0,44435.8,39244.0
2016,12,347,22,317.038231,502.368207,173.9099919,350.13601,361.6066363,237.3816368,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,0.0,0.0,68.5,1.5,0.0,2.5,30.9,32.9,32.0,33.4,33.3,33.2,25.4,26.3,25.7,26.1,26.6,25.2,28.7,27.599999999999998,30.2,31.2,30.759999999999998,31.200000000000003,3834.0,23623.600000000002,89148.20000000001,94759.00000000001,10398.0,56638.2
2016,1,12,23,251.5806436,317.038231,502.368207,173.9099919,350.13601,361.6066363,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,0.0,0.0,0.0,68.5,1.5,0.0,32.1,30.9,32.9,32.0,33.4,33.3,24.5,25.4,26.3,25.7,26.1,26.6,26.18,28.499999999999996,27.599999999999998,30.0,31.2,30.959999999999997,42210.0,3834.0,84052.20000000001,33745.799999999996,111610.0,10398.0
2016,2,43,23,271.4408707,251.5806436,317.038231,502.368207,173.9099919,350.13601,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,0.0,0.0,0.0,0.0,68.5,1.5,27.5,32.1,30.9,32.9,32.0,33.4,20.9,24.5,25.4,26.3,25.7,26.1,26.0,26.080000000000002,28.499999999999996,27.599999999999998,30.0,31.2,5320.0,42210.0,3834.0,84052.20000000001,33745.799999999996,111610.0
2016,3,72,23,590.9846771,271.4408707,251.5806436,317.038231,502.368207,173.9099919,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,0.0,0.0,0.0,0.0,0.0,68.5,33.3,27.5,32.1,30.9,32.9,32.0,26.4,20.9,24.5,25.4,26.3,25.7,27.999999999999996,26.0,26.02,28.499999999999996,27.599999999999998,30.0,40767.0,5320.0,42210.0,3834.0,24042.999999999996,31597.999999999996
2016,4,103,23,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,502.368207,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.3,27.5,32.1,30.9,32.9,24.3,26.4,20.9,24.5,25.4,26.3,27.2,27.999999999999996,26.0,26.02,28.499999999999996,27.599999999999998,100794.20000000003,40767.0,5320.0,42210.0,3834.0,24042.999999999996
2016,5,133,23,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.0,33.3,27.5,32.1,30.9,28.2,24.3,26.4,20.9,24.5,25.4,36.6,27.2,27.799999999999997,26.599999999999998,26.38,28.499999999999996,53787.2,104727.20000000003,40767.0,5320.0,42210.0,3834.0
2016,6,164,23,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,0.0,0.0,0.0,0.0,0.0,0.0,35.9,36.4,35.0,33.3,27.5,32.1,28.1,28.2,24.3,26.4,20.9,24.5,32.2,36.6,27.2,27.999999999999996,26.2,26.22,9711.0,53957.6,103703.20000000001,40767.0,5320.0,42210.0
2016,7,194,23,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,2.5,0.0,0.0,0.0,0.0,0.0,33.2,35.9,36.4,35.0,33.3,27.5,25.2,28.1,28.2,24.3,26.4,20.9,31.7,32.6,36.6,27.2,27.799999999999997,27.0,43666.99999999999,9711.0,45957.4,32223.199999999997,40767.0,5320.0
2016,8,225,23,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,0.0,2.5,0.0,0.0,0.0,0.0,33.3,33.2,35.9,36.4,35.0,33.3,26.6,25.2,28.1,28.2,24.3,26.4,31.16,31.8,32.4,37.0,27.4,27.799999999999997,34803.0,52472.799999999996,9711.0,57740.0,42355.399999999994,40767.0
2016,9,256,23,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,1.5,0.0,2.5,0.0,0.0,0.0,33.4,33.3,33.2,35.9,36.4,35.0,26.1,26.6,25.2,28.1,28.2,24.3,30.8,31.2,31.7,31.8,37.0,27.4,199793.40000000002,34803.0,46679.200000000004,9711.0,66462.40000000001,103993.60000000003
2016,10,286,23,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,68.5,1.5,0.0,2.5,0.0,0.0,32.0,33.4,33.3,33.2,35.9,36.4,25.7,26.1,26.6,25.2,28.1,28.2,29.7,30.8,31.2,31.7,31.8,37.0,24788.8,199793.40000000002,34803.0,46679.19999999999,9711.0,66462.40000000001
2016,11,317,23,502.368207,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,0.0,68.5,1.5,0.0,2.5,0.0,32.9,32.0,33.4,33.3,33.2,35.9,26.3,25.7,26.1,26.6,25.2,28.1,27.1,29.7,30.8,31.2,31.7,31.8,31317.799999999996,24788.8,199793.40000000002,34803.0,46679.200000000004,9711.0
2016,12,347,23,317.038231,502.368207,173.9099919,350.13601,361.6066363,237.3816368,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,0.0,0.0,68.5,1.5,0.0,2.5,30.9,32.9,32.0,33.4,33.3,33.2,25.4,26.3,25.7,26.1,26.6,25.2,28.499999999999996,27.599999999999998,30.0,31.2,30.959999999999997,31.3,8758.0,80636.40000000001,40024.0,110089.4,34803.0,57040.80000000001
2017,1,12,1,251.5806436,317.038231,502.368207,173.9099919,350.13601,361.6066363,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,0.0,0.0,0.0,68.5,1.5,0.0,32.1,30.9,32.9,32.0,33.4,33.3,24.5,25.4,26.3,25.7,26.1,26.6,27.0,28.8,27.7,30.2,31.2,31.0,2112.0,8758.0,26958.399999999998,93586.40000000001,175066.59999999998,34803.0
2017,2,43,1,271.4408707,251.5806436,317.038231,502.368207,173.9099919,350.13601,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,0.0,0.0,0.0,0.0,68.5,1.5,27.5,32.1,30.9,32.9,32.0,33.4,20.9,24.5,25.4,26.3,25.7,26.1,27.999999999999996,27.0,29.2,27.9,30.6,31.2,48180.00000000001,2112.0,8758.0,25392.799999999996,153685.19999999998,100626.8
2017,3,71,1,590.9846771,271.4408707,251.5806436,317.038231,502.368207,173.9099919,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,0.0,0.0,0.0,0.0,0.0,68.5,33.3,27.5,32.1,30.9,32.9,32.0,26.4,20.9,24.5,25.4,26.3,25.7,27.0,27.999999999999996,27.0,29.2,27.9,30.6,35049.0,48180.00000000001,2112.0,8758.0,25392.799999999996,153685.19999999998
2017,4,102,1,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,502.368207,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,-0.412928701,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,0.309961443,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,14.7261876,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.3,27.5,32.1,30.9,32.9,24.3,26.4,20.9,24.5,25.4,26.3,27.0,27.0,27.999999999999996,27.0,29.2,27.9,15039.999999999998,35049.0,48180.00000000001,2112.0,8758.0,20729.2
2017,5,132,1,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,317.038231,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,-0.368700383,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,0.258613396,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,11.01049189,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.0,33.3,27.5,32.1,30.9,28.2,24.3,26.4,20.9,24.5,25.4,36.0,27.0,27.0,27.999999999999996,27.0,29.2,12855.0,15039.999999999998,35049.0,48180.00000000001,2112.0,8758.0
2017,6,163,1,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,251.5806436,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,-0.447673337,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,0.260774894,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,12.5377666,0.0,0.0,0.0,0.0,0.0,0.0,35.9,36.4,35.0,33.3,27.5,32.1,28.1,28.2,24.3,26.4,20.9,24.5,33.0,36.0,27.0,27.0,27.999999999999996,27.0,42328.99999999999,12855.0,15039.999999999998,35049.0,48180.00000000001,2112.0
2017,7,193,1,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,271.4408707,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,-0.367958039,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,0.232394898,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,10.80387697,2.5,0.0,0.0,0.0,0.0,0.0,33.2,35.9,36.4,35.0,33.3,27.5,25.2,28.1,28.2,24.3,26.4,20.9,31.5,33.0,36.0,27.0,27.0,27.999999999999996,46539.0,42328.99999999999,12855.0,15039.999999999998,35049.0,48180.00000000001
2017,8,224,1,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,590.9846771,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,-0.475136249,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,0.29617479699999993,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,16.51680247,0.0,2.5,0.0,0.0,0.0,0.0,33.3,33.2,35.9,36.4,35.0,33.3,26.6,25.2,28.1,28.2,24.3,26.4,31.8,31.5,33.0,36.0,27.0,27.0,38337.0,46539.0,42328.99999999999,12855.0,15039.999999999998,35049.0
2017,9,255,1,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,272.6624343,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,-0.413618306,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,0.277813036,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,12.82012897,1.5,0.0,2.5,0.0,0.0,0.0,33.4,33.3,33.2,35.9,36.4,35.0,26.1,26.6,25.2,28.1,28.2,24.3,31.0,31.8,31.5,33.0,36.0,27.0,53924.0,38337.0,46539.0,42328.99999999999,12855.0,15039.999999999998
2017,10,285,1,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,756.2421094,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,-0.46606571300000005,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,0.259407496,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,16.55360709,68.5,1.5,0.0,2.5,0.0,0.0,32.0,33.4,33.3,33.2,35.9,36.4,25.7,26.1,26.6,25.2,28.1,28.2,30.0,31.0,31.8,31.5,33.0,36.0,57616.0,53924.0,38337.0,46539.0,42328.99999999999,12855.0
2017,11,316,1,502.368207,173.9099919,350.13601,361.6066363,237.3816368,346.2716995,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,-0.325869698,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,0.320768218,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,11.37677048,0.0,68.5,1.5,0.0,2.5,0.0,32.9,32.0,33.4,33.3,33.2,35.9,26.3,25.7,26.1,26.6,25.2,28.1,27.5,30.0,31.0,31.8,31.5,33.0,336456.0,57616.0,53924.0,38337.0,46539.0,42328.99999999999
2017,12,346,1,317.038231,502.368207,173.9099919,350.13601,361.6066363,237.3816368,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,-0.263233077,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,0.191322765,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,7.786223556,0.0,0.0,68.5,1.5,0.0,2.5,30.9,32.9,32.0,33.4,33.3,33.2,25.4,26.3,25.7,26.1,26.6,25.2,29.0,27.5,30.0,31.0,31.8,31.5,4676.000000000001,336456.0,57616.0,53924.0,38337.0,46539.0
2017,1,12,2,251.5806436,317.038231,502.368207,173.9099919,350.13601,361.6066363,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,-0.33748493,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,0.253644244,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,11.1514211,0.0,0.0,0.0,68.5,1.5,0.0,32.1,30.9,32.9,32.0,33.4,33.3,24.5,25.4,26.3,25.7,26.1,26.6,25.5,29.0,27.5,30.0,31.0,31.8,40120.0,4676.000000000001,336456.0,57616.0,53924.0,38337.0
2017,2,43,2,271.4408707,251.5806436,317.038231,502.368207,173.9099919,350.13601,-0.367958039,-0.447673337,-0.368700383,-0.412928701,-0.293802339,-0.356874053,0.232394898,0.260774894,0.258613396,0.309961443,0.213054266,0.221679491,10.80387697,12.5377666,11.01049189,14.7261876,8.450664489,11.01461485,0.0,0.0,0.0,0.0,68.5,1.5,27.5,32.1,30.9,32.9,32.0,33.4,20.9,24.5,25.4,26.3,25.7,26.1,25.0,25.5,29.0,27.5,30.0,31.0,26776.0,40120.0,4676.000000000001,336456.0,57616.0,53924.0
