system:index,system:index,Oa18_radiance,Oa20_radiance,Oa21_radiance,PRODUCT_ID,SNAP_Graph_Processing_Framework_GPF_vers,SNAP_Raster_Operators_vers,brightPixelsPercent,chla,coastalPixelsPercent,cosmeticPixelsPercent,cycle_num,dubiousSamplesPercent,duplicatedPixelsPercent,freshInlandWaterPixelsPercent,groundTrackDirection,invalidPixelsPercent,ndci,orbitNumber,processing_facility_country,processing_facility_name,processing_facility_organisation,processing_facility_site,processing_hardware,processing_software_name,processing_software_version,processing_time,product,productQuality,relative_orbit_num,salineWaterPixelsPercent,saturatedPixelsPercent,sp,spacecraft,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,tidalRegionPixelsPercent,timeliness,turbidity,.geo
S3B_20170920T021025_20170920T021325,S3B_20220920T021025_20220920T021326,62.57728951,47.00584636,30.40687018,S3B_OL_1_EFR____20220920T021025_20220920T021325_20220920T114646_0179_070_331_2700_PS2_O_NT_003,8.0.3,8.0.3,37,259.5149098,0,0,70,0,22,0,descending,4,-0.355797711,22933,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,331,93,1.98E-04,0.281590403,S3B,permanent,404315545,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(123.39596488536101,11.151449673328917, 123.43452181583746,12.779726936476798, 123.52897581401378,16.035241470298956, 123.6479552549166,19.289081377297222, 123.71740893645878,20.918109305998573, 116.32005865492414,21.049478802243183, 108.93549548390823,20.859556759730328, 109.05699589263381,18.42458610879788, 109.12810303772677,16.8024430379857, 109.19174909184328,15.179782383429448, 109.24821056500139,13.556656457707923, 109.29772830106684,11.933116935970283, 109.34051036671204,10.309214725108768, 109.39248890974692,7.869942790742504, 123.33533190523693,7.891220316328963, 123.3629631752466,9.522882811792641, 123.39596488536101,11.151449673328917)",COPERNICUS/S3/OLCI/S3B_20220920T021025_20220920T021325,1.66E+12,1.66E+12,1.66E+15,0,NT,11.78501314,"{""type"":""Polygon"",""coordinates"":[[[123.39596488536101,11.151449673328917],[123.43452181583746,12.779726936476797],[123.52897581401378,16.035241470298956],[123.6479552549166,19.289081377297222],[123.71740893645878,20.918109305998573],[116.32005865492414,21.049478802243183],[108.93549548390824,20.859556759730328],[109.05699589263381,18.42458610879788],[109.12810303772677,16.802443037985697],[109.19174909184328,15.179782383429448],[109.2482105650014,13.556656457707923],[109.29772830106684,11.933116935970281],[109.34051036671204,10.309214725108768],[109.39248890974692,7.869942790742503],[123.33533190523693,7.891220316328961],[123.3629631752466,9.522882811792641],[123.39596488536101,11.151449673328917]]]}"
S3B_20170921T014413_20170921T014713,S3B_20220921T014413_20220921T014714,68.62781997,48.62496111,28.15818038,S3B_OL_1_EFR____20220921T014413_20220921T014713_20220921T121756_0179_070_345_2700_PS2_O_NT_003,8.0.3,8.0.3,39,489.9234932,0,0,70,0,22,0,descending,4,-0.371633108,22947,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,345,87,1.21E-04,0.200017602,S3B,permanent,431353054,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(129.92307957241894,11.139769088822854, 129.9646695565828,12.763203583456441, 130.06651484973548,16.00896882115661, 130.19475196814108,19.25295369067311, 130.26958940190832,20.877001232621666, 122.88860954571615,21.032295033109403, 115.50971823533747,20.86742974601323, 115.58677728606959,19.24418532628455, 115.65633031071283,17.62322666725529, 115.7188246521495,16.00176273648684, 115.77453442630245,14.379841963622255, 115.82369929256255,12.75751225032774, 115.86652712446694,11.134820762078558, 115.90319649256729,9.51181446763978, 115.93391174326001,7.885695239977645, 129.85764350455534,7.889179557010064, 129.88747040475667,9.516027443243367, 129.92307957241894,11.139769088822854)",COPERNICUS/S3/OLCI/S3B_20220921T014413_20220921T014713,1.66E+12,1.66E+12,1.66E+15,1,NT,11.51264844,"{""type"":""Polygon"",""coordinates"":[[[129.92307957241894,11.139769088822852],[129.9646695565828,12.763203583456441],[130.06651484973548,16.008968821156607],[130.19475196814108,19.25295369067311],[130.26958940190832,20.877001232621666],[122.88860954571615,21.032295033109403],[115.50971823533747,20.867429746013233],[115.5867772860696,19.24418532628455],[115.65633031071283,17.62322666725529],[115.7188246521495,16.00176273648684],[115.77453442630245,14.379841963622255],[115.82369929256255,12.757512250327741],[115.86652712446694,11.134820762078558],[115.90319649256729,9.51181446763978],[115.93391174326001,7.885695239977645],[129.85764350455534,7.8891795570100625],[129.8874704047567,9.516027443243367],[129.92307957241894,11.139769088822852]]]}"
S3B_20170924T020640_20170924T020940,S3B_20220924T020640_20220924T020941,55.35265673,39.12959111,22.34202053,S3B_OL_1_EFR____20220924T020640_20220924T020940_20220924T115101_0179_071_003_2700_PS2_O_NT_003,8.0.3,8.0.3,36,306.6801706,0,0,71,0,22,0,descending,4,-0.391654852,22990,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,3,92,4.70E-05,0.267026854,S3B,permanent,428221102,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(110.25601538210536,11.147224192689464, 110.29069248134621,9.524888195386483, 110.31974770954858,7.899454700504975, 124.22943849972717,7.890275613173149, 124.2787897296093,10.324032214559981, 124.3193782182952,11.944281095320685, 124.36633593905026,13.56418575763769, 124.41985944569092,15.183698250480651, 124.48017618449599,16.802770124416764, 124.54754714213887,18.421352251018806, 124.66263292070883,20.85103499429066, 117.29345018280509,21.023298661050237, 109.91878019517166,20.87621493744592, 109.99159779688573,19.253513348037913, 110.11639030901978,16.01225501330596, 110.21552301557952,12.769260320244326, 110.25601538210536,11.147224192689464)",COPERNICUS/S3/OLCI/S3B_20220924T020640_20220924T020940,1.66E+12,1.66E+12,1.66E+15,0,NT,12.73004892,"{""type"":""Polygon"",""coordinates"":[[[110.25601538210537,11.147224192689466],[110.29069248134623,9.524888195386485],[110.31974770954858,7.899454700504974],[124.22943849972717,7.890275613173147],[124.2787897296093,10.324032214559981],[124.3193782182952,11.944281095320685],[124.36633593905026,13.56418575763769],[124.41985944569092,15.183698250480651],[124.48017618449599,16.802770124416764],[124.54754714213887,18.421352251018806],[124.66263292070883,20.85103499429066],[117.29345018280509,21.02329866105024],[109.91878019517166,20.876214937445916],[109.99159779688573,19.253513348037913],[110.11639030901978,16.012255013305957],[110.21552301557954,12.769260320244326],[110.25601538210537,11.147224192689466]]]}"
S3B_20170925T014029_20170925T014329,S3B_20220925T014029_20220925T014330,91.35672741,73.5180456,55.07386286,S3B_OL_1_EFR____20220925T014029_20220925T014329_20220925T032949_0179_071_017_2700_PS2_O_NR_003,8.0.3,8.0.3,59,179.1870109,0,0,71,0,22,0,descending,4,-0.247020668,23004,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,17,87,3.70E-05,0.223311298,S3B,provisional,413155175,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(116.80166391203139,11.15866475664327, 116.83353457631222,9.537080620003438, 116.86024604217478,7.91241916038044, 130.75050837881668,7.885519893610003, 130.80326618420548,10.312584862176262, 130.8466397727335,11.928352944252284, 130.89680770576487,13.543755458977312, 130.95397876596704,15.158741248422373, 131.01839415746653,16.773258322945875, 131.0903309700906,18.387253941062717, 131.2131912936508,20.809984505849744, 123.86056468272649,21.005878934092593, 116.49189189035503,20.883671044317627, 116.55876685657542,19.261554924617123, 116.67338686890703,16.021570183710097, 116.76445666159191,12.779968413365015, 116.80166391203139,11.15866475664327)",COPERNICUS/S3/OLCI/S3B_20220925T014029_20220925T014329,1.66E+12,1.66E+12,1.66E+15,1,NR,7.898791227,"{""type"":""Polygon"",""coordinates"":[[[116.80166391203139,11.158664756643272],[116.83353457631222,9.537080620003437],[116.86024604217478,7.91241916038044],[130.75050837881668,7.885519893610004],[130.80326618420548,10.312584862176262],[130.8466397727335,11.928352944252286],[130.89680770576487,13.543755458977316],[130.95397876596704,15.158741248422373],[131.01839415746653,16.77325832294587],[131.0903309700906,18.387253941062713],[131.2131912936508,20.809984505849744],[123.86056468272649,21.00587893409259],[116.49189189035506,20.883671044317627],[116.55876685657542,19.261554924617123],[116.67338686890703,16.021570183710097],[116.76445666159194,12.779968413365015],[116.80166391203139,11.158664756643272]]]}"
S3B_20170928T020255_20170928T020555,S3B_20220928T020255_20220928T020556,113.6546066,90.86054695,64.82710268,S3B_OL_1_EFR____20220928T020255_20220928T020555_20220928T114333_0180_071_060_2700_PS2_O_NT_003,8.0.3,8.0.3,70,265.3110132,0,0,71,0,22,0,descending,4,-0.256606943,23047,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,60,90,1.13E-04,0.189916879,S3B,permanent,449776338,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(111.19106597643021,11.17040288454766, 111.22094256337728,9.549521877474305, 111.24599011138899,7.925577002539483, 125.12202298674082,7.886036161179345, 125.17721744582582,10.30809994845271, 125.22257775446134,11.920518970121563, 125.2750321345397,13.53255622146269, 125.33479770215625,15.14415811746699, 125.40212553756055,16.755270247368788, 125.47730378220082,18.365837100789122, 125.6056781387596,20.783370253419157, 118.26502389160959,20.996054266797746, 110.90083356450702,20.891538447819666, 110.96347812689591,19.27001577222251, 111.07085893010486,16.031285138606897, 111.15619388870313,12.79101636902895, 111.19106597643021,11.17040288454766)",COPERNICUS/S3/OLCI/S3B_20220928T020255_20220928T020555,1.66E+12,1.66E+12,1.66E+15,1,NT,7.705010936,"{""type"":""Polygon"",""coordinates"":[[[111.19106597643021,11.17040288454766],[111.22094256337729,9.549521877474307],[111.24599011138899,7.925577002539483],[125.12202298674082,7.886036161179345],[125.17721744582582,10.30809994845271],[125.22257775446134,11.920518970121563],[125.2750321345397,13.53255622146269],[125.33479770215625,15.14415811746699],[125.40212553756055,16.755270247368788],[125.47730378220082,18.365837100789122],[125.6056781387596,20.783370253419157],[118.26502389160959,20.996054266797746],[110.90083356450702,20.89153844781967],[110.96347812689591,19.27001577222251],[111.07085893010488,16.031285138606897],[111.15619388870314,12.791016369028947],[111.19106597643021,11.17040288454766]]]}"
S3B_20170929T013644_20170929T013944,S3B_20220929T013644_20220929T013945,66.71805791,48.13418987,29.17012592,S3B_OL_1_EFR____20220929T013644_20220929T013944_20220929T115433_0179_071_074_2700_PS2_O_NT_003,8.0.3,8.0.3,42,421.5703262,0,0,71,0,22,0,descending,4,-0.347629926,23061,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,74,88,4.30E-05,0.234715707,S3B,permanent,415711907,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(117.73693557155146,11.182484098100892, 117.7640075163235,9.562413894828925, 117.78671076555423,7.939297251483998, 131.64298564659896,7.882067442540516, 131.70156259325168,10.297409702758534, 131.74968351105687,11.9053253095297, 131.8053164296735,13.512835425798272, 131.8686901972783,15.119882801827478, 131.94006931363907,16.726409174872778, 132.01975717049893,18.33235510175284, 132.15580360912358,20.742877470568025, 124.83194179456781,20.978964564824743, 117.47410189983312,20.8992037222667, 117.53082096093758,19.278350219618016, 117.62805575178221,16.04104494706281, 117.70534419783591,12.802303413723479, 117.73693557155146,11.182484098100892)",COPERNICUS/S3/OLCI/S3B_20220929T013644_20220929T013944,1.66E+12,1.66E+12,1.66E+15,1,NT,11.3190857,"{""type"":""Polygon"",""coordinates"":[[[117.73693557155146,11.182484098100892],[117.7640075163235,9.562413894828925],[117.78671076555423,7.939297251483996],[131.64298564659896,7.882067442540516],[131.70156259325168,10.297409702758532],[131.74968351105687,11.9053253095297],[131.8053164296735,13.51283542579827],[131.8686901972783,15.119882801827478],[131.94006931363907,16.726409174872778],[132.01975717049893,18.33235510175284],[132.15580360912358,20.742877470568025],[124.83194179456781,20.978964564824743],[117.47410189983312,20.8992037222667],[117.53082096093758,19.278350219618016],[117.62805575178224,16.04104494706281],[117.70534419783591,12.802303413723479],[117.73693557155146,11.182484098100892]]]}"
S3B_20171002T015910_20171002T020210,S3B_20221002T015910_20221002T020211,49.62531633,36.02249523,22.31885406,S3B_OL_1_EFR____20221002T015910_20221002T020210_20221002T113721_0179_071_117_2700_PS2_O_NT_003,8.0.3,8.0.3,26,584.3090847,0,0,71,0,22,0,descending,4,-0.422591764,23104,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,117,89,2.20E-05,0.311607701,S3B,permanent,374985363,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(112.1260748025365,11.193903675589576, 112.15115312107804,9.574534627699956, 112.17219040903203,7.952130566727995, 126.01435435855424,7.882276998792781, 126.07534915233958,10.29266460302775, 126.12543866644386,11.897260127160706, 126.18333498134204,13.50143222519981, 126.24927497313267,15.105121138301655, 126.32353280893477,16.708265799956802, 126.40642238238048,18.310803619045437, 126.5479108448139,20.716154802923246, 119.23601054164428,20.96887109436441, 111.88272730234898,20.9067085561856, 111.93523138711905,19.28646412978421, 112.0252496060218,16.050433329857135, 112.09681587778775,12.8130326086608, 112.1260748025365,11.193903675589576)",COPERNICUS/S3/OLCI/S3B_20221002T015910_20221002T020210,1.66E+12,1.66E+12,1.66E+15,1,NT,16.02375079,"{""type"":""Polygon"",""coordinates"":[[[112.1260748025365,11.193903675589578],[112.15115312107805,9.574534627699956],[112.17219040903204,7.952130566727995],[126.01435435855424,7.882276998792779],[126.07534915233958,10.29266460302775],[126.12543866644386,11.897260127160706],[126.18333498134204,13.50143222519981],[126.24927497313267,15.105121138301655],[126.32353280893477,16.708265799956802],[126.40642238238048,18.31080361904544],[126.5479108448139,20.71615480292325],[119.23601054164428,20.96887109436441],[111.88272730234898,20.9067085561856],[111.93523138711905,19.28646412978421],[112.0252496060218,16.050433329857135],[112.09681587778776,12.813032608660802],[112.1260748025365,11.193903675589578]]]}"
S3B_20171003T013259_20171003T013559,S3B_20221003T013259_20221003T013560,61.28623214,46.26555117,31.01108221,S3B_OL_1_EFR____20221003T013259_20221003T013559_20221003T114410_0179_071_131_2700_PS2_O_NT_003,8.0.3,8.0.3,36,495.4640404,0,0,71,0,22,0,descending,4,-0.360716659,23118,,,,,OPE,PUG,3.45,1.66E+12,OL_1_EFR___,PASSED,131,88,3.00E-05,0.258484412,S3B,permanent,396436188,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(118.6724283163123,11.206349205763173, 118.69469513112533,9.588250442465512, 118.71338081825627,7.967131426053951, 132.53506879905768,7.879601592177359, 132.59940948039423,10.282641932717933, 132.65222179845006,11.88231442124188, 132.71324765891413,13.481537665108304, 132.78273499340006,15.08024794041722, 132.86097056733905,16.67838009447239, 132.94828274599865,18.275867210754186, 133.097285024542,20.673556795174708, 125.80275414997352,20.949412149274746, 118.45651799910836,20.91190808219709, 118.50309010909484,19.292815786749546, 118.582949763845,16.059161237634868, 118.64645677041956,12.824221927551578, 118.6724283163123,11.206349205763173)",COPERNICUS/S3/OLCI/S3B_20221003T013259_20221003T013559,1.66E+12,1.66E+12,1.67E+15,1,NT,12.64329391,"{""type"":""Polygon"",""coordinates"":[[[118.6724283163123,11.206349205763175],[118.69469513112533,9.588250442465512],[118.71338081825627,7.9671314260539505],[132.53506879905768,7.879601592177359],[132.59940948039423,10.282641932717933],[132.65222179845006,11.88231442124188],[132.71324765891413,13.481537665108306],[132.78273499340006,15.08024794041722],[132.86097056733905,16.67838009447239],[132.94828274599868,18.275867210754186],[133.09728502454203,20.673556795174708],[125.80275414997352,20.94941214927475],[118.45651799910836,20.91190808219709],[118.50309010909484,19.292815786749546],[118.582949763845,16.059161237634868],[118.64645677041956,12.82422192755158],[118.6724283163123,11.206349205763175]]]}"
S3B_20171006T015525_20171006T015825,S3B_20221006T015525_20221006T015826,35.3699979,22.18710941,9.869620276,S3B_OL_1_EFR____20221006T015525_20221006T015825_20221006T114037_0179_071_174_2700_PS2_O_NT_003,8.0.3,8.0.3,16,574.6202788,0,0,71,0,22,0,descending,4,-0.434169707,23161,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,174,88,6.00E-06,0.279598669,S3B,permanent,353204854,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(127.20809119093371,11.205972926867666, 127.23383522224255,12.853254267268907, 127.29698845333206,16.14698959927794, 127.37665973625916,19.439403631987123, 127.42321462929439,21.08790139692266, 119.95865686518937,21.118356112707797, 112.55208771810695,20.823512771050677, 112.71008817701785,18.38532473739147, 112.80252233825752,16.760787213507285, 112.88522681953077,15.135549928608263, 112.95856070740979,13.509686684544505, 113.02283707197674,11.88326921551385, 113.0783260109759,10.256367674456916, 113.14564719184507,7.812389594139207, 127.16768075527119,7.907880869091913, 127.18608147530202,9.558460109791401, 127.20809119093371,11.205972926867666)",COPERNICUS/S3/OLCI/S3B_20221006T015525_20221006T015825,1.67E+12,1.67E+12,1.67E+15,1,NT,15.26514065,"{""type"":""Polygon"",""coordinates"":[[[127.20809119093371,11.205972926867664],[127.23383522224255,12.853254267268909],[127.29698845333206,16.14698959927794],[127.37665973625916,19.439403631987126],[127.42321462929439,21.08790139692266],[119.95865686518937,21.118356112707797],[112.55208771810695,20.823512771050677],[112.71008817701785,18.38532473739147],[112.80252233825753,16.76078721350729],[112.88522681953077,15.13554992860826],[112.9585607074098,13.509686684544505],[113.02283707197674,11.883269215513849],[113.07832601097591,10.256367674456916],[113.14564719184507,7.812389594139207],[127.16768075527119,7.907880869091913],[127.18608147530202,9.558460109791401],[127.20809119093371,11.205972926867664]]]}"
S3B_20171007T012914_20171007T013214,S3B_20221007T012914_20221007T013215,32.24818481,19.70089361,8.421530268,S3B_OL_1_EFR____20221007T012914_20221007T013214_20221007T113947_0179_071_188_2700_PS2_O_NT_003,8.0.3,8.0.3,16,561.1867777,0,0,71,0,22,0,descending,4,-0.435979408,23175,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,188,90,3.00E-06,0.309376284,S3B,permanent,345186590,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(133.7400502863869,11.193128486113062, 133.76894239653177,12.835713385592795, 133.8397935408902,16.120012406955823, 133.92914245496564,19.402917697004746, 133.98133912603873,21.04662279380815, 126.53203163372551,21.10184602982312, 119.12963442018747,20.83255834277226, 119.2787493137577,18.395188484945745, 119.36599354162298,16.77126353806647, 119.44406163037479,15.146687582668497, 119.51329284785847,13.521528747032788, 119.57398258377354,11.895853297349655, 119.6263858186938,10.269726166917087, 119.68998643270261,7.826964753806332, 133.69467737688194,7.904400170383704, 133.71534198796238,9.550300123419404, 133.7400502863869,11.193128486113062)",COPERNICUS/S3/OLCI/S3B_20221007T012914_20221007T013214,1.67E+12,1.67E+12,1.67E+15,1,NT,15.76123813,"{""type"":""Polygon"",""coordinates"":[[[133.7400502863869,11.193128486113064],[133.76894239653177,12.835713385592799],[133.8397935408902,16.120012406955823],[133.92914245496567,19.402917697004742],[133.98133912603873,21.04662279380815],[126.53203163372551,21.101846029823115],[119.12963442018747,20.83255834277226],[119.27874931375773,18.39518848494575],[119.36599354162298,16.771263538066467],[119.44406163037479,15.146687582668498],[119.51329284785847,13.52152874703279],[119.57398258377357,11.895853297349657],[119.6263858186938,10.269726166917087],[119.68998643270261,7.826964753806333],[133.69467737688194,7.904400170383703],[133.71534198796238,9.550300123419406],[133.7400502863869,11.193128486113064]]]}"
S3B_20171009T021752_20171009T022052,S3B_20221009T021752_20221009T022053,48.75969714,34.75164715,20.76697857,S3B_OL_1_EFR____20221009T021752_20221009T022052_20221009T114844_0179_071_217_2700_PS2_O_NT_003,8.0.3,8.0.3,28,439.8340322,0,0,71,0,22,0,descending,4,-0.390497262,23204,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,217,90,3.30E-05,0.283448771,S3B,permanent,402837812,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(121.59058300576757,11.198280020519963, 121.618601987662,12.842479712478132, 121.6873194415062,16.130020640477813, 121.77398811233498,19.416188315620804, 121.8246232307502,21.061535754854482, 114.37022744586058,21.10981288470094, 106.9658731388364,20.833241580409446, 107.11755634934813,18.39520979869918, 107.20630005306133,16.77082469617104, 107.28570723331502,15.145774705396576, 107.3561230165982,13.520129592472546, 107.4178480012885,11.893957143713092, 107.47114169522537,10.267323912872092, 107.53581556551977,7.823787459044507, 121.54658776553413,7.906330145901163, 121.56662368970137,9.55384027421206, 121.59058300576757,11.198280020519963)",COPERNICUS/S3/OLCI/S3B_20221009T021752_20221009T022052,1.67E+12,1.67E+12,1.67E+15,1,NT,13.66060517,"{""type"":""Polygon"",""coordinates"":[[[121.5905830057676,11.198280020519965],[121.61860198766203,12.842479712478136],[121.6873194415062,16.130020640477813],[121.77398811233498,19.4161883156208],[121.8246232307502,21.061535754854482],[114.37022744586059,21.10981288470094],[106.9658731388364,20.833241580409442],[107.11755634934815,18.395209798699177],[107.20630005306133,16.77082469617104],[107.28570723331502,15.145774705396576],[107.3561230165982,13.52012959247255],[107.41784800128852,11.893957143713093],[107.47114169522538,10.267323912872092],[107.53581556551978,7.8237874590445085],[121.54658776553416,7.906330145901163],[121.56662368970137,9.55384027421206],[121.5905830057676,11.198280020519965]]]}"
S3B_20171010T015141_20171010T015441,S3B_20221010T015141_20221010T015442,60.73626199,42.74294605,24.09272879,S3B_OL_1_EFR____20221010T015141_20221010T015441_20221010T115234_0180_071_231_2700_PS2_O_NT_003,8.0.3,8.0.3,31,534.982284,0,0,71,0,22,0,descending,4,-0.400212037,23218,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,231,87,1.12E-04,0.218458723,S3B,permanent,396942641,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(128.11701216071398,11.186793862648198, 128.14812925145827,12.826051732394232, 128.22441520373627,16.103662438290566, 128.3205889730365,19.379822584362522, 128.37676172224585,21.02012528285026, 120.9388606527104,21.092822707643645, 113.54004680157648,20.84162049651227, 113.68288373831079,18.40485643333816, 113.76646156763753,16.78138020923649, 113.84125505555353,15.157285773870944, 113.90758903645204,13.532637281124536, 113.96574658429233,11.907497450479465, 114.01597228148728,10.281927807686515, 114.07694876498844,7.84003957819211, 128.06812634241993,7.90469656680177, 128.09039469638842,9.547283224146145, 128.11701216071398,11.186793862648198)",COPERNICUS/S3/OLCI/S3B_20221010T015141_20221010T015441,1.67E+12,1.67E+12,1.67E+15,1,NT,13.00818601,"{""type"":""Polygon"",""coordinates"":[[[128.11701216071398,11.186793862648198],[128.14812925145827,12.826051732394232],[128.22441520373627,16.10366243829057],[128.3205889730365,19.379822584362522],[128.37676172224585,21.02012528285026],[120.9388606527104,21.09282270764364],[113.54004680157648,20.84162049651227],[113.68288373831079,18.404856433338157],[113.76646156763755,16.78138020923649],[113.84125505555353,15.157285773870944],[113.90758903645204,13.532637281124536],[113.96574658429233,11.907497450479466],[114.01597228148728,10.281927807686515],[114.07694876498844,7.84003957819211],[128.06812634241993,7.90469656680177],[128.09039469638842,9.547283224146145],[128.11701216071398,11.186793862648198]]]}"
S3B_20171011T012531_20171011T012831,S3B_20221011T012531_20221011T012832,68.88109097,54.24189006,39.97464951,S3B_OL_1_EFR____20221011T012531_20221011T012831_20221011T113828_0179_071_245_2700_PS2_O_NT_003,8.0.3,8.0.3,41,241.8300838,0,0,71,0,22,0,descending,4,-0.271705358,23232,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,245,94,1.90E-05,0.245420281,S3B,permanent,380724958,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(134.64381871892354,11.170993205658153, 134.67801235138077,12.805765471087568, 134.76181624130575,16.074353014112923, 134.86743383373826,19.34140352628727, 134.9291087054003,20.977106920206104, 127.50743717477519,21.074074849789508, 120.11397650657356,20.848147770194398, 120.24801849794213,18.412032278660973, 120.32645573821384,16.789047988905363, 120.39665400095132,15.165488876524142, 120.45891827871267,13.54141413329233, 120.51351434151644,11.916881528843017, 120.5606714759111,10.291948108453433, 120.617938608374,7.851063780123092, 134.59007970496899,7.89783151631498, 134.61456279813893,9.5359540250539, 134.64381871892354,11.170993205658153)",COPERNICUS/S3/OLCI/S3B_20221011T012531_20221011T012831,1.67E+12,1.67E+12,1.67E+15,1,NT,8.695651432,"{""type"":""Polygon"",""coordinates"":[[[134.64381871892354,11.170993205658153],[134.67801235138077,12.80576547108757],[134.76181624130575,16.074353014112923],[134.86743383373826,19.341403526287266],[134.9291087054003,20.977106920206104],[127.50743717477519,21.074074849789508],[120.11397650657356,20.848147770194394],[120.24801849794214,18.412032278660973],[120.32645573821384,16.789047988905363],[120.39665400095132,15.165488876524142],[120.45891827871267,13.54141413329233],[120.51351434151644,11.916881528843017],[120.5606714759111,10.291948108453434],[120.617938608374,7.851063780123092],[134.59007970496899,7.897831516314982],[134.61456279813893,9.5359540250539],[134.64381871892354,11.170993205658153]]]}"
S3B_20171013T021408_20171013T021708,S3B_20221013T021408_20221013T021709,104.106515,78.7788678,52.96055037,S3B_OL_1_EFR____20221013T021408_20221013T021708_20221013T114811_0180_071_274_2700_PS2_O_NT_003,8.0.3,8.0.3,66,173.9099919,0,0,71,0,22,0,descending,4,-0.293802339,23261,,,,,OPE,PUG,3.45,1.67E+12,OL_1_EFR___,PASSED,274,92,3.70E-05,0.213054266,S3B,permanent,455984849,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.49455870256537,11.178337911896687, 122.52789725923051,12.814661771110762, 122.60961164068327,16.08636713769182, 122.7126051559006,19.356560057753537, 122.7727517799011,20.993847267627878, 115.34613190615887,21.083972345858403, 107.95080538957723,20.850824715627102, 108.08740083135146,18.414106442345172, 108.16733047840972,16.790703353514417, 108.23886286747411,15.166713059552395, 108.30230883488939,13.542196167392191, 108.35793937288403,11.917211856057982, 108.40598826352226,10.291818471673855, 108.46433457617643,7.850230006594428, 122.44216834923121,7.902083043959289, 122.46603608101208,9.54175105900773, 122.49455870256537,11.178337911896687)",COPERNICUS/S3/OLCI/S3B_20221013T021408_20221013T021708,1.67E+12,1.67E+12,1.67E+15,0,NT,8.450664489,"{""type"":""Polygon"",""coordinates"":[[[122.49455870256537,11.178337911896687],[122.52789725923051,12.814661771110762],[122.60961164068327,16.086367137691816],[122.7126051559006,19.356560057753537],[122.7727517799011,20.99384726762788],[115.34613190615887,21.083972345858403],[107.95080538957723,20.850824715627102],[108.08740083135147,18.41410644234517],[108.16733047840972,16.790703353514417],[108.23886286747411,15.166713059552396],[108.30230883488939,13.542196167392193],[108.35793937288405,11.91721185605798],[108.40598826352227,10.291818471673855],[108.46433457617643,7.850230006594428],[122.44216834923121,7.902083043959289],[122.46603608101208,9.541751059007728],[122.49455870256537,11.178337911896687]]]}"
