system:index,system:index,Oa18_radiance,Oa20_radiance,Oa21_radiance,PRODUCT_ID,SNAP_Graph_Processing_Framework_GPF_vers,SNAP_Raster_Operators_vers,brightPixelsPercent,chla,coastalPixelsPercent,cosmeticPixelsPercent,cycle_num,dubiousSamplesPercent,duplicatedPixelsPercent,freshInlandWaterPixelsPercent,groundTrackDirection,invalidPixelsPercent,ndci,orbitNumber,processing_facility_country,processing_facility_name,processing_facility_organisation,processing_facility_site,processing_hardware,processing_software_name,processing_software_version,processing_time,product,productQuality,relative_orbit_num,salineWaterPixelsPercent,saturatedPixelsPercent,sp,spacecraft,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,tidalRegionPixelsPercent,timeliness,turbidity,.geo
S3A_20170602T020104_20170602T020404,S3A_20220602T020104_20220602T020405,50.66357802,35.97317765,19.67276223,S3A_OL_1_EFR____20220602T020104_20220602T020404_20220603T022604_0179_086_060_2700_PS1_O_NT_002,8.0.3,8.0.3,23,635.5385065,0,0,86,3,22,0,descending,4,-0.411571633,32758,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,60,89,0.003404,0.26427828,S3A,permanent,384155713,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(111.65348046724377,11.160498556327479, 111.68092662143677,9.54030552053721, 111.70393472863441,7.917063813589957, 125.56298930808121,7.862680270287428, 125.62091728312241,10.279048866991026, 125.66852607332878,11.887653005484136, 125.72358068943056,13.49585605561791, 125.78630754877099,15.103601402321114, 125.85696894930375,16.710831344448426, 125.93586533935726,18.317487055006378, 126.07057756790994,20.72908808969177, 118.74488312676988,20.961366412248722, 111.38682314712723,20.877899108719667, 111.4443812054292,19.25694069580729, 111.5430416410101,16.019414396982484, 111.62144334266749,12.78043876383387, 111.65348046724377,11.160498556327479)",COPERNICUS/S3/OLCI/S3A_20220602T020104_20220602T020404,1.65E+12,1.65E+12,1.65E+15,1,NT,14.298158,"{""type"":""Polygon"",""coordinates"":[[[111.65348046724378,11.160498556327477],[111.68092662143677,9.54030552053721],[111.70393472863441,7.917063813589955],[125.56298930808121,7.862680270287428],[125.62091728312241,10.279048866991026],[125.66852607332878,11.887653005484136],[125.72358068943056,13.49585605561791],[125.78630754877099,15.103601402321111],[125.85696894930375,16.710831344448426],[125.93586533935726,18.317487055006378],[126.07057756790994,20.72908808969177],[118.74488312676988,20.961366412248722],[111.38682314712723,20.877899108719667],[111.4443812054292,19.25694069580729],[111.54304164101012,16.019414396982487],[111.62144334266749,12.78043876383387],[111.65348046724378,11.160498556327477]]]}"
S3A_20170603T013453_20170603T013753,S3A_20220603T013453_20220603T013754,36.61352044,23.68045632,11.03520735,S3A_OL_1_EFR____20220603T013453_20220603T013753_20220603T032505_0179_086_074_2700_PS1_O_NR_002,8.0.3,8.0.3,16,724.7178804,0,0,86,1,22,0,descending,4,-0.446108262,32772,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,74,88,8.15E-04,0.291245068,S3A,provisional,337370427,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(118.20000047846916,11.17072640909329, 118.22464013452499,9.551374778994951, 118.24530138183415,7.9289905818137845, 132.08433203467575,7.856978976328894, 132.14561177281388,10.266603557410534, 132.1959566022949,11.870688022647721, 132.2541616819452,13.47434655288732, 132.32046493867702,15.077518856313006, 132.39514167958893,16.68014315674457, 132.47850733723084,18.282156442172486, 132.62082168911266,20.686711162924844, 125.31215649832106,20.942253264085466, 117.96073870485029,20.883489974710102, 118.01237363452879,19.263243370793983, 118.10089044161985,16.027220021403426, 118.17124530314003,12.789840479049891, 118.20000047846916,11.17072640909329)",COPERNICUS/S3/OLCI/S3A_20220603T013453_20220603T013753,1.65E+12,1.65E+12,1.65E+15,1,NR,16.0362801,"{""type"":""Polygon"",""coordinates"":[[[118.20000047846916,11.170726409093287],[118.22464013452499,9.551374778994951],[118.24530138183415,7.928990581813783],[132.08433203467575,7.856978976328896],[132.14561177281388,10.266603557410534],[132.1959566022949,11.870688022647721],[132.2541616819452,13.47434655288732],[132.32046493867702,15.077518856313006],[132.39514167958893,16.680143156744567],[132.47850733723084,18.28215644217249],[132.62082168911266,20.686711162924844],[125.31215649832106,20.94225326408547],[117.96073870485029,20.883489974710102],[118.01237363452879,19.263243370793987],[118.10089044161985,16.027220021403426],[118.17124530314003,12.78984047904989],[118.20000047846916,11.170726409093287]]]}"
S3A_20170606T015719_20170606T020019,S3A_20220606T015719_20220606T020020,28.68332413,17.12955749,6.130524299,S3A_OL_1_EFR____20220606T015719_20220606T020019_20220607T021905_0179_086_117_2700_PS1_O_NT_002,8.0.3,8.0.3,8,670.7088718,0,0,86,0,22,0,descending,4,-0.438690684,32815,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,117,88,1.14E-04,0.267328756,S3A,permanent,340398515,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(112.59094337147222,11.18243994556024, 112.61358531424199,9.563758337374225, 112.63257674205374,7.942054434785929, 126.4577648348732,7.8573900301992605, 126.52146518573265,10.262105646815971, 126.57378010647716,11.862899297807989, 126.63424965951714,13.463248360064183, 126.70312003442065,15.063089504691405, 126.78067575048642,16.662358135034072, 126.86724274727742,18.260988130040037, 127.01499710994702,20.66040597920591, 119.71817511063091,20.93258850100318, 112.37119839793608,20.891448999879508, 112.41861240087954,19.271788714565403, 112.49990182796543,16.036989201545683, 112.56452503051591,12.800893847359633, 112.59094337147222,11.18243994556024)",COPERNICUS/S3/OLCI/S3A_20220606T015719_20220606T020019,1.65E+12,1.65E+12,1.65E+15,1,NT,15.51300205,"{""type"":""Polygon"",""coordinates"":[[[112.59094337147222,11.182439945560239],[112.61358531424199,9.563758337374225],[112.63257674205374,7.942054434785929],[126.4577648348732,7.8573900301992605],[126.52146518573265,10.262105646815971],[126.57378010647716,11.86289929780799],[126.63424965951714,13.463248360064185],[126.70312003442065,15.063089504691408],[126.78067575048642,16.662358135034072],[126.86724274727742,18.260988130040037],[127.01499710994702,20.66040597920591],[119.71817511063091,20.93258850100318],[112.37119839793608,20.891448999879508],[112.41861240087954,19.271788714565407],[112.49990182796543,16.036989201545687],[112.56452503051592,12.800893847359633],[112.59094337147222,11.182439945560239]]]}"
S3A_20170607T013108_20170607T013408,S3A_20220607T013108_20220607T013409,29.82009076,18.25140583,7.828526072,S3A_OL_1_EFR____20220607T013108_20220607T013408_20220608T015300_0179_086_131_2700_PS1_O_NT_002,8.0.3,8.0.3,13,736.2186337,0,0,86,1,22,0,descending,4,-0.410812417,32829,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,131,88,1.80E-04,0.310275332,S3A,permanent,322746206,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(133.27950459883846,11.177558355362772, 133.3056147340127,12.82434022370737, 133.36968600836985,16.11707249917071, 133.45053618904245,19.408476125134126, 133.4977856139953,21.0564645418913, 126.03642273155187,21.090223722975814, 118.6315100863448,20.799209679564154, 118.78808001096414,18.360918509434573, 118.87966637663392,16.736322863831482, 118.96160200221112,15.111035343049021, 119.03424293181459,13.485128723775416, 119.09789902126336,11.858674227828235, 119.15283768115654,10.231741157371944, 119.21945942677353,7.787725193670073, 133.23853990755427,7.880463124561665, 133.257188643524,9.530544031863352, 133.27950459883846,11.177558355362772)",COPERNICUS/S3/OLCI/S3A_20220607T013108_20220607T013408,1.65E+12,1.65E+12,1.65E+15,1,NT,15.50230765,"{""type"":""Polygon"",""coordinates"":[[[133.27950459883846,11.177558355362772],[133.3056147340127,12.824340223707368],[133.36968600836985,16.117072499170714],[133.45053618904245,19.408476125134126],[133.4977856139953,21.0564645418913],[126.03642273155187,21.090223722975814],[118.6315100863448,20.79920967956415],[118.78808001096414,18.360918509434573],[118.87966637663395,16.736322863831482],[118.96160200221112,15.111035343049021],[119.03424293181459,13.485128723775418],[119.09789902126336,11.858674227828235],[119.15283768115654,10.231741157371944],[119.21945942677353,7.787725193670073],[133.23853990755427,7.880463124561665],[133.257188643524,9.530544031863352],[133.27950459883846,11.177558355362772]]]}"
S3A_20170610T015334_20170610T015634,S3A_20220610T015334_20220610T015635,42.87384482,29.02461847,15.29672902,S3A_OL_1_EFR____20220610T015334_20220610T015634_20220610T034530_0179_086_174_2700_PS1_O_NR_002,8.0.3,8.0.3,21,477.7108734,0,0,86,1,22,0,descending,4,-0.38498895,32872,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,174,87,0.001038,0.236931319,S3A,provisional,382710869,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(127.65766207207301,11.172054191396082, 127.68601405416692,12.815495462449208, 127.75556622222183,16.1015153902668, 127.84330539119291,19.386155084665486, 127.89457063963819,21.030733836646828, 120.44455726580159,21.082097109962376, 113.04310784094052,20.80924434541368, 113.19338360233108,18.371530457422836, 113.28129552216905,16.747367199580168, 113.35995067324627,15.122546476256533, 113.42969066582951,13.497137304140258, 113.49081306770113,11.871206849364537, 113.54357483589845,10.24482072470627, 113.60757762725527,7.801664363711617, 127.61316212797817,7.881619711567531, 127.63342394477822,9.528371971633124, 127.65766207207301,11.172054191396082)",COPERNICUS/S3/OLCI/S3A_20220610T015334_20220610T015634,1.65E+12,1.65E+12,1.66E+15,1,NR,12.60377666,"{""type"":""Polygon"",""coordinates"":[[[127.65766207207301,11.172054191396084],[127.68601405416692,12.815495462449208],[127.75556622222183,16.101515390266798],[127.84330539119291,19.38615508466549],[127.89457063963819,21.030733836646828],[120.44455726580159,21.082097109962376],[113.04310784094054,20.809244345413685],[113.19338360233108,18.371530457422836],[113.28129552216906,16.74736719958017],[113.35995067324629,15.122546476256536],[113.42969066582951,13.49713730414026],[113.49081306770113,11.871206849364537],[113.54357483589847,10.24482072470627],[113.60757762725527,7.801664363711617],[127.61316212797817,7.881619711567531],[127.63342394477822,9.528371971633124],[127.65766207207301,11.172054191396084]]]}"
S3A_20170611T012723_20170611T013023,S3A_20220611T012723_20220611T013024,56.54265967,44.45005694,31.22777787,S3A_OL_1_EFR____20220611T012723_20220611T013023_20220612T015009_0179_086_188_2700_PS1_O_NT_002,8.0.3,8.0.3,33,342.0017229,0,0,86,2,22,0,descending,4,-0.338522498,32886,,,,,OPE,PUG,3.44,1.65E+12,OL_1_EFR___,PASSED,188,92,0.001629,0.294175849,S3A,permanent,359488510,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(134.18446292490935,11.155709596880548, 134.2159018783712,12.794663520228816, 134.29300508149166,16.07166160229623, 134.39023909969478,19.347200584343277, 134.44703960598457,20.9871876295136, 127.01319692561724,21.062924374767935, 119.6169854657948,20.815399973335087, 119.75845485374347,18.37828894074575, 119.84122055536552,16.754590436614226, 119.91527647868993,15.130280467556465, 119.9809443299039,13.505422466022857, 120.03850434792757,11.880078660824974, 120.08819840847555,10.254309834119233, 120.14849592658811,7.812131460101823, 134.1351002005345,7.874217680161624, 134.1575797027603,9.516501666891937, 134.18446292490935,11.155709596880548)",COPERNICUS/S3/OLCI/S3A_20220611T012723_20220611T013023,1.65E+12,1.65E+12,1.66E+15,1,NT,11.94084846,"{""type"":""Polygon"",""coordinates"":[[[134.18446292490935,11.155709596880548],[134.2159018783712,12.794663520228818],[134.29300508149166,16.07166160229623],[134.39023909969478,19.347200584343277],[134.44703960598457,20.9871876295136],[127.01319692561724,21.062924374767938],[119.61698546579483,20.815399973335083],[119.7584548537435,18.37828894074575],[119.84122055536552,16.754590436614226],[119.91527647868993,15.130280467556465],[119.9809443299039,13.505422466022857],[120.0385043479276,11.880078660824974],[120.08819840847555,10.254309834119233],[120.14849592658811,7.8121314601018215],[134.1351002005345,7.874217680161624],[134.1575797027603,9.516501666891935],[134.18446292490935,11.155709596880548]]]}"
S3A_20170613T021600_20170613T021900,S3A_20220613T021600_20220613T021901,33.55747243,24.02454724,14.18926972,S3A_OL_1_EFR____20220613T021600_20220613T021900_20220614T023534_0179_086_217_2700_PS1_O_NT_002,8.0.3,8.0.3,17,346.2716995,0,0,86,2,22,0,descending,4,-0.325869698,32915,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,217,91,0.001375,0.320768218,S3A,permanent,331493878,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.03528472882006,11.163376368148558, 122.0658573894364,12.803475901518654, 122.14083780032243,16.082778936367692, 122.23539892823241,19.360646088738967, 122.2906400156538,21.00180931177349, 114.85220043179551,21.070667533706153, 107.45448091500451,20.81595804631418, 107.59844947109418,18.37885639208497, 107.68267758310343,16.755146701737523, 107.75804204881838,15.13081284491228, 107.82487031771234,13.505919791061698, 107.88344744206992,11.88053101688653, 107.93401965946535,10.254708726959723, 107.99538286061508,7.812435711851404, 121.98728333328019,7.879602791111944, 122.00914277640923,9.523026654333238, 122.03528472882006,11.163376368148558)",COPERNICUS/S3/OLCI/S3A_20220613T021600_20220613T021900,1.66E+12,1.66E+12,1.66E+15,0,NT,11.37677048,"{""type"":""Polygon"",""coordinates"":[[[122.03528472882006,11.16337636814856],[122.0658573894364,12.803475901518656],[122.14083780032243,16.082778936367692],[122.23539892823241,19.360646088738967],[122.2906400156538,21.001809311773492],[114.85220043179554,21.070667533706157],[107.45448091500451,20.81595804631418],[107.5984494710942,18.37885639208497],[107.68267758310343,16.755146701737523],[107.75804204881838,15.13081284491228],[107.82487031771234,13.505919791061698],[107.88344744206992,11.88053101688653],[107.93401965946535,10.254708726959723],[107.9953828606151,7.8124357118514025],[121.98728333328022,7.879602791111942],[122.00914277640923,9.52302665433324],[122.03528472882006,11.16337636814856]]]}"
S3A_20170614T014949_20170614T015249,S3A_20220614T014949_20220614T015250,47.15790875,32.47910263,17.6660687,S3A_OL_1_EFR____20220614T014949_20220614T015249_20220615T021048_0179_086_231_2700_PS1_O_NT_002,8.0.3,8.0.3,21,613.6098651,0,0,86,2,22,0,descending,4,-0.404648215,32929,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,231,87,0.001765,0.245928795,S3A,permanent,364719167,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(128.56275135219076,11.151125135263122, 128.5964107842951,12.786708288926453, 128.6789340305227,16.056927103899206, 128.782969510957,19.325624741383475, 128.84373059330036,20.96215901760466, 121.42146414820448,21.055324929546824, 114.0290270603543,20.825870594248386, 114.16422193411401,18.38944899263253, 114.24332412931793,16.766252692887928, 114.31410854063368,15.142475889498673, 114.37688274818069,13.518178504030587, 114.43191452366844,11.893419259739048, 114.47943529446205,10.26825552663077, 114.53711594244447,7.827020216212002, 128.50987971714517,7.876349304168527, 128.53396177964078,9.515277880824865, 128.56275135219076,11.151125135263122)",COPERNICUS/S3/OLCI/S3A_20220614T014949_20220614T015249,1.66E+12,1.66E+12,1.66E+15,1,NT,13.89156215,"{""type"":""Polygon"",""coordinates"":[[[128.56275135219076,11.15112513526312],[128.5964107842951,12.786708288926452],[128.6789340305227,16.056927103899206],[128.782969510957,19.32562474138348],[128.84373059330036,20.962159017604655],[121.4214641482045,21.055324929546824],[114.0290270603543,20.825870594248386],[114.16422193411401,18.389448992632534],[114.24332412931793,16.766252692887928],[114.31410854063368,15.142475889498673],[114.37688274818069,13.518178504030585],[114.43191452366844,11.89341925973905],[114.47943529446205,10.26825552663077],[114.53711594244447,7.827020216212002],[128.50987971714517,7.876349304168527],[128.53396177964078,9.515277880824863],[128.56275135219076,11.15112513526312]]]}"
S3A_20170615T012338_20170615T012638,S3A_20220615T012338_20220615T012639,39.57453089,29.42667776,18.88983082,S3A_OL_1_EFR____20220615T012338_20220615T012638_20220615T031249_0179_086_245_2700_PS1_O_NR_002,8.0.3,8.0.3,21,556.6939366,0,0,86,2,22,0,descending,4,-0.383639856,32943,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,245,95,0.002164,0.320123889,S3A,provisional,354040433,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(135.088716090804,11.135196764556046, 135.12542248216306,12.766284632492296, 135.21538976925288,16.027457091790804, 135.3287731640891,19.28701520875214, 135.39497902704275,20.918932387449924, 127.9890785890575,21.036169079482224, 120.60221765897612,20.831855183466338, 120.72865297724366,18.396152579010074, 120.80263539992333,16.7734915653856, 120.86884321723697,15.15029109430373, 120.92756423669316,13.526606100036252, 120.97904885608918,11.902490851644561, 121.02351348760158,10.27799846490943, 121.07749971294938,7.837816772603102, 135.03103716807962,7.869372430334293, 135.0573130724253,9.503829398465827, 135.088716090804,11.135196764556046)",COPERNICUS/S3/OLCI/S3A_20220615T012338_20220615T012638,1.66E+12,1.66E+12,1.66E+15,1,NR,14.16866514,"{""type"":""Polygon"",""coordinates"":[[[135.08871609080404,11.135196764556046],[135.12542248216306,12.766284632492297],[135.21538976925288,16.027457091790804],[135.32877316408914,19.287015208752145],[135.39497902704275,20.91893238744992],[127.9890785890575,21.03616907948222],[120.60221765897612,20.831855183466338],[120.72865297724366,18.396152579010074],[120.80263539992333,16.7734915653856],[120.86884321723697,15.150291094303729],[120.92756423669316,13.526606100036252],[120.97904885608918,11.902490851644561],[121.02351348760158,10.27799846490943],[121.07749971294938,7.837816772603102],[135.03103716807962,7.869372430334295],[135.0573130724253,9.503829398465827],[135.08871609080404,11.135196764556046]]]}"
S3A_20170617T021216_20170617T021516,S3A_20220617T021216_20220617T021517,27.97044918,19.65320164,11.56734008,S3A_OL_1_EFR____20220617T021216_20220617T021516_20220618T023352_0179_086_274_2700_PS1_O_NT_002,8.0.3,8.0.3,13,310.515849,0,0,86,1,22,0,descending,4,-0.327128625,32972,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,274,93,3.59E-04,0.31919648,S3A,permanent,321010218,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.93761170775304,11.142585264398631, 122.97345150409481,12.774874293937941, 123.06129801655901,16.038465619524555, 123.17201447807365,19.30047012951402, 123.23666586022637,20.933624476893897, 115.82588452113127,21.043971801052507, 108.43723904697237,20.832411453111003, 108.56620270157076,18.396633189216782, 108.64166425522569,16.773906106159913, 108.70919570116591,15.150627979245387, 108.76909036262474,13.526855215130016, 108.82160369392658,11.90264315322454, 108.86695640723558,10.278046338291794, 108.92202017336808,7.837694817973901, 122.88129649098389,7.874370048792989, 122.90695079075896,9.51002122122162, 122.93761170775304,11.142585264398631)",COPERNICUS/S3/OLCI/S3A_20220617T021216_20220617T021516,1.66E+12,1.66E+12,1.66E+15,0,NT,11.42338694,"{""type"":""Polygon"",""coordinates"":[[[122.93761170775304,11.142585264398631],[122.97345150409481,12.774874293937941],[123.06129801655901,16.03846561952456],[123.17201447807365,19.300470129514018],[123.23666586022637,20.933624476893897],[115.82588452113127,21.043971801052507],[108.43723904697238,20.832411453111003],[108.56620270157077,18.396633189216782],[108.6416642552257,16.773906106159913],[108.70919570116591,15.150627979245387],[108.76909036262474,13.526855215130016],[108.82160369392658,11.902643153224538],[108.86695640723558,10.278046338291794],[108.9220201733681,7.837694817973901],[122.88129649098389,7.874370048792989],[122.90695079075896,9.510021221221619],[122.93761170775304,11.142585264398631]]]}"
S3A_20170618T014605_20170618T014905,S3A_20220618T014605_20220618T014906,50.76999807,36.14521655,21.55785511,S3A_OL_1_EFR____20220618T014605_20220618T014905_20220619T021009_0179_086_288_2700_PS1_O_NT_002,8.0.3,8.0.3,23,773.210076,0,0,86,2,22,0,descending,4,-0.435721827,32986,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,288,87,0.001122,0.240450198,S3A,permanent,361601569,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(129.4632313943972,11.131308480754829, 129.50210585449034,12.758659195954744, 129.59735269416024,16.012314773662137, 129.71734509737885,19.264285337602445, 129.78739340141252,20.892372923839137, 122.39334831397396,21.026679423078598, 115.01070114345393,20.840196328331228, 115.13089806823784,18.405838272278753, 115.20123847604341,16.784111405918345, 115.26419436304765,15.161872572866697, 115.32003915214668,13.539173628434176, 115.36901098573003,11.91606568772726, 115.41131548045152,10.292598976105719, 115.4627003430351,7.853987102546232, 129.40211525055764,7.872928323133617, 129.42996327989366,9.50366651189623, 129.4632313943972,11.131308480754829)",COPERNICUS/S3/OLCI/S3A_20220618T014605_20220618T014905,1.66E+12,1.66E+12,1.66E+15,1,NT,15.96556766,"{""type"":""Polygon"",""coordinates"":[[[129.4632313943972,11.13130848075483],[129.50210585449034,12.758659195954747],[129.59735269416024,16.012314773662137],[129.71734509737885,19.26428533760245],[129.78739340141252,20.892372923839137],[122.39334831397396,21.0266794230786],[115.01070114345393,20.840196328331228],[115.13089806823785,18.405838272278753],[115.20123847604341,16.784111405918345],[115.26419436304765,15.161872572866697],[115.32003915214668,13.539173628434176],[115.36901098573003,11.91606568772726],[115.41131548045152,10.292598976105719],[115.46270034303512,7.853987102546232],[129.40211525055764,7.872928323133617],[129.42996327989366,9.503666511896228],[129.4632313943972,11.13130848075483]]]}"
S3A_20170621T020832_20170621T021132,S3A_20220621T020832_20220621T021133,61.81805373,49.40193871,34.52355018,S3A_OL_1_EFR____20220621T020832_20220621T021132_20220622T023221_0179_086_331_2700_PS1_O_NT_002,8.0.3,8.0.3,33,303.6357401,0,0,86,4,22,0,descending,4,-0.288019855,33029,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,331,92,0.003934,0.26601332,S3A,permanent,376918918,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(123.83892774427909,11.123063079568368, 123.87997553189669,12.747519314800122, 123.98052619772167,15.995339593585214, 124.1071708116516,19.241398335577028, 124.18109087793106,20.86649194831861, 116.79831059488265,21.01786070391195, 109.41931255769059,20.849168865840664, 109.49725368069332,19.225530114119646, 109.56759658672838,17.604171400111053, 109.63079378534663,15.982301786649163, 109.6871225556659,14.359970429866134, 109.73682508437346,12.737225859270156, 109.78011173684695,11.114115998600251, 109.81716298381487,9.490688159970562, 109.8481853046445,7.864144374915789, 123.77437657194267,7.870438894147792, 123.80379342677723,9.49830304347742, 123.83892774427909,11.123063079568368)",COPERNICUS/S3/OLCI/S3A_20220621T020832_20220621T021132,1.66E+12,1.66E+12,1.66E+15,0,NT,9.806922533,"{""type"":""Polygon"",""coordinates"":[[[123.83892774427909,11.12306307956837],[123.87997553189669,12.747519314800122],[123.98052619772167,15.99533959358521],[124.1071708116516,19.241398335577028],[124.18109087793106,20.86649194831861],[116.79831059488265,21.017860703911946],[109.4193125576906,20.849168865840664],[109.49725368069333,19.225530114119643],[109.5675965867284,17.604171400111053],[109.63079378534663,15.982301786649163],[109.68712255566591,14.359970429866134],[109.73682508437348,12.737225859270158],[109.78011173684695,11.114115998600251],[109.81716298381487,9.490688159970562],[109.84818530464452,7.86414437491579],[123.77437657194267,7.870438894147792],[123.80379342677723,9.49830304347742],[123.83892774427909,11.12306307956837]]]}"
S3A_20170622T014221_20170622T014521,S3A_20220622T014221_20220622T014522,106.4453002,90.69906144,68.47973182,S3A_OL_1_EFR____20220622T014221_20220622T014521_20220623T020629_0179_086_345_2700_PS1_O_NT_002,8.0.3,8.0.3,64,116.3918478,0,0,86,9,22,0,descending,4,-0.21292296,33043,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,345,87,0.010494,0.221727243,S3A,permanent,429291572,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(116.32587476487313,11.126664619870658, 116.36011804102925,9.504420186665156, 116.38879990959533,7.879081656698536, 130.29489541601572,7.867687581392882, 130.34455277158608,10.30059946031334, 130.38540799800168,11.920283663116713, 130.43268401007708,13.539621652192485, 130.48657830425768,15.158565076348781, 130.54731977655737,16.777065184308295, 130.61517097093144,18.395072331859343, 130.73108611362366,20.823884843708452, 123.36528184610174,20.998940099075558, 115.99265318265962,20.855187703669312, 116.06461889754466,19.232552175881196, 116.18793829212152,15.991441326871508, 116.28587942246024,12.74861226802125, 116.32587476487313,11.126664619870658)",COPERNICUS/S3/OLCI/S3A_20220622T014221_20220622T014521,1.66E+12,1.66E+12,1.66E+15,1,NT,6.559475175,"{""type"":""Polygon"",""coordinates"":[[[116.32587476487313,11.126664619870658],[116.36011804102925,9.504420186665156],[116.38879990959533,7.879081656698536],[130.29489541601572,7.867687581392882],[130.34455277158608,10.300599460313341],[130.38540799800168,11.920283663116715],[130.4326840100771,13.539621652192485],[130.48657830425768,15.158565076348777],[130.54731977655737,16.777065184308295],[130.61517097093144,18.395072331859343],[130.73108611362366,20.82388484370845],[123.36528184610174,20.998940099075558],[115.99265318265965,20.855187703669312],[116.06461889754469,19.232552175881196],[116.18793829212152,15.991441326871504],[116.28587942246027,12.74861226802125],[116.32587476487313,11.126664619870658]]]}"
S3A_20170625T020447_20170625T020747,S3A_20220625T020447_20220625T020748,42.60578034,31.01523385,18.77345991,S3A_OL_1_EFR____20220625T020447_20220625T020747_20220626T022348_0180_087_003_2700_PS1_O_NT_002,8.0.3,8.0.3,22,467.435776,0,0,87,2,22,0,descending,4,-0.361734284,33086,,,,,OPE,PUG,3.44,1.66E+12,OL_1_EFR___,PASSED,3,91,0.001212,0.292676066,S3A,permanent,376027386,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(110.71503728185165,11.137511849813277, 110.74729164459485,9.515812290267121, 110.77431455686875,7.891032831111118, 124.66743922786497,7.867010310856142, 124.71954193791144,10.295131605233772, 124.7623952106669,11.911607883005242, 124.8119733794185,13.527722611346972, 124.86848272398869,15.143425173098292, 124.93216212120055,16.758664317948412, 125.00328546053525,18.373387794886217, 125.12477139755696,20.797223248122123, 117.77022681100425,20.98918253634222, 110.40131933722476,20.86314023222871, 110.46906170015431,19.240931196307493, 110.58515435171952,16.0007465057901, 110.67737184971749,12.758928461327416, 110.71503728185165,11.137511849813277)",COPERNICUS/S3/OLCI/S3A_20220625T020447_20220625T020747,1.66E+12,1.66E+12,1.66E+15,1,NT,12.85368777,"{""type"":""Polygon"",""coordinates"":[[[110.71503728185166,11.137511849813277],[110.74729164459487,9.515812290267123],[110.77431455686875,7.891032831111118],[124.66743922786497,7.867010310856142],[124.71954193791144,10.295131605233772],[124.7623952106669,11.911607883005242],[124.8119733794185,13.527722611346972],[124.86848272398869,15.143425173098292],[124.93216212120055,16.75866431794841],[125.00328546053525,18.373387794886217],[125.12477139755696,20.797223248122123],[117.77022681100428,20.98918253634222],[110.40131933722476,20.86314023222871],[110.46906170015433,19.240931196307493],[110.58515435171952,16.000746505790097],[110.67737184971749,12.758928461327413],[110.71503728185166,11.137511849813277]]]}"
